Season Start Year,League,Team,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
2013,La Liga,Valencia,ƒver Banega,25,M(C) ,174,71,14(4),18,14,4,1164,1,3,6,-,1.1,84.2,0.3,1,6.95
2013,La Liga,Valencia,Sofiane Feghouli,23,AM(LR) ,177,71,22(10),32,22,10,2075,4,8,4,-,1.5,73.5,1.2,1,6.95
2013,La Liga,Valencia,Javi Fuego,29,DM(C) ,181,76,25(2),27,25,2,2240,2,-,6,-,0.5,85.3,1.7,1,6.91
2013,La Liga,Valencia,Antonio Barrag‡n,26,D(R) ,182,76,17(3),20,17,3,1508,-,4,1,2,0.3,79.7,1.2,-,6.9
2013,La Liga,Valencia,Jonas,29,AM(CLR)^FW ,181,73,23(8),31,23,8,2107,10,1,4,-,2.8,78.2,1.8,1,6.86
2013,La Liga,Valencia,V’ctor Ruiz,25,D(C) ,184,75,8(3),11,8,3,771,1,-,3,-,0.2,83.2,2.4,-,6.86
2013,La Liga,Valencia,Ricardo Costa,32,D(C) ,183,80,20,20,20,0,1759,3,-,6,1,0.7,86.7,2.1,-,6.85
2013,La Liga,Valencia,Fede Cartabia,20,AM(LR) ,179,66,16(9),25,16,9,1434,-,1,4,-,1.8,80.8,0.3,2,6.85
2013,La Liga,Valencia,Diego Alves,28,GK ,188,83,27,27,27,0,2289,-,-,3,-,-,48.4,0.4,3,6.84
2013,La Liga,Valencia,Seydou Keita,33,DM(C) ,183,75,9(2),11,9,2,762,1,-,4,-,0.5,78.2,2.3,-,6.82
2013,La Liga,Valencia,Andr_s Guardado,27,D(L)^M(CL) ,169,67,12(4),16,12,4,1048,-,-,3,-,0.3,82.1,0.9,-,6.8
2013,La Liga,Valencia,Rub_n Vezo,19,D(C) ,184,76,5(3),8,5,3,492,1,-,-,-,0.5,77.8,2.3,-,6.8
2013,La Liga,Valencia,Dorlan Pab—n,25,AM(CLR)^FW ,170,69,11(2),13,11,2,918,3,-,-,-,2.8,80.1,0.1,-,6.69
2013,La Liga,Valencia,Oriol Romeu,22,DM(C) ,181,83,11(2),13,11,2,998,-,-,3,-,0.2,88.5,1.9,-,6.68
2013,La Liga,Valencia,Paco Alc‡cer,20,FW ,183,74,17(6),23,17,6,1549,6,2,6,-,2,68.7,1.6,1,6.68
2013,La Liga,Valencia,Jo‹o Pereira,29,D(R) ,172,64,23(2),25,23,2,2075,-,2,7,-,0.2,80.7,0.2,-,6.67
2013,La Liga,Valencia,Jos_ Gay‡,18,D(L) ,171,63,1,1,1,0,90,-,-,-,-,-,56.6,1,-,6.66
2013,La Liga,Valencia,Vicente Guaita,26,GK ,190,81,11(2),13,11,2,1136,-,-,1,-,-,50.6,0.6,-,6.63
2013,La Liga,Valencia,Eduardo Vargas,23,AM(CLR)^FW ,175,69,13(4),17,13,4,1117,3,1,3,-,1.6,76.3,1.6,-,6.55
2013,La Liga,Valencia,H_lder Postiga,31,FW ,180,76,9(6),15,9,6,855,3,-,1,-,1.6,75,1.8,-,6.54
2013,La Liga,Valencia,M’chel106868,25,M(CR) ,181,72,6(7),13,6,7,536,-,2,3,-,0.8,85.6,0.9,-,6.51
2013,La Liga,Valencia,Philippe Senderos,28,D(C) ,190,84,7(1),8,7,1,659,-,-,4,-,0.5,78.9,2.1,-,6.49
2013,La Liga,Valencia,Portu,20,M ,177,73,1,1,1,0,71,-,-,1,-,-,74.2,3,-,6.38
2013,La Liga,Valencia,Sergio Canales,22,AM(CLR) ,179,65,7(12),19,7,12,820,-,1,1,-,1.2,86.8,0.2,-,6.32
2013,La Liga,Valencia,Vin’cius Araœjo,20,FW ,176,76,0(6),6,0,6,93,-,1,-,-,0.2,100,0.2,-,6.12
2013,La Liga,Celta Vigo,Sergio çlvarez,27,GK ,179,75,3,3,3,0,270,-,-,-,-,-,62.6,0.3,1,8.26
2013,La Liga,Celta Vigo,Rafinha106590,20,AM(CR) ,178,67,27(5),32,27,5,2444,4,5,7,-,1.1,83,0.8,3,7.38
2013,La Liga,Celta Vigo,Nolito,27,AM(L) ,172,70,24(11),35,24,11,2272,14,2,7,-,2.4,71.6,0.4,4,7.19
2013,La Liga,Celta Vigo,Fabi‡n Orellana,27,AM(CLR) ,168,70,22(9),31,22,9,2003,5,6,4,-,1.3,76.8,0.5,1,7.12
2013,La Liga,Celta Vigo,Andreu Font‡s,23,D(C)^DM(C) ,181,72,35,35,35,0,3119,-,-,3,1,0.3,82.9,1.9,1,7.06
2013,La Liga,Celta Vigo,Jonny,19,D(LR) ,175,70,23(3),26,23,3,2167,-,2,4,-,0.3,81.3,1.2,-,7.03
2013,La Liga,Celta Vigo,Charles,29,FW ,179,75,29(1),30,29,1,2396,12,3,4,1,2.2,70.2,2.8,4,7.03
2013,La Liga,Celta Vigo,ê–igo L—pez,31,D(C) ,184,79,5(4),9,5,4,566,1,-,-,-,0.2,83.2,3.3,-,6.94
2013,La Liga,Celta Vigo,Hugo Mallo,22,D(R) ,174,75,32(1),33,32,1,2839,-,1,9,-,0.6,77.8,1.3,1,6.94
2013,La Liga,Celta Vigo,Augusto Fern‡ndez,27,AM(CLR) ,177,71,29(4),33,29,4,2375,2,4,6,-,1.7,80.9,0.8,2,6.79
2013,La Liga,Celta Vigo,Toni,23,D(L)^M(R) ,173,70,11(1),12,11,1,996,-,2,1,-,0.5,78,0.3,-,6.79
2013,La Liga,Celta Vigo,Gustavo Cabral,28,D(C) ,184,82,23,23,23,0,1959,1,-,8,-,0.6,86.1,2.5,-,6.77
2013,La Liga,Celta Vigo,Borja Oubi–a,31,DM(C) ,179,75,24(1),25,24,1,2051,1,-,4,1,0.2,83.6,1.4,-,6.76
2013,La Liga,Celta Vigo,Yoel,25,GK ,185,78,35,35,35,0,3150,-,-,1,-,-,61.6,0.2,2,6.73
2013,La Liga,Celta Vigo,Michael Krohn-Dehli,30,AM(CL) ,170,70,21(10),31,21,10,1957,-,3,5,-,1.5,84.4,0.4,-,6.69
2013,La Liga,Celta Vigo,çlex L—pez,25,M(C) ,174,66,24(7),31,24,7,2030,5,2,6,-,1.6,84.2,0.4,1,6.66
2013,La Liga,Celta Vigo,David Costas,18,D(C) ,181,71,13(4),17,13,4,1206,-,-,1,-,0.2,85.5,0.5,-,6.64
2013,La Liga,Celta Vigo,Jon Aurtenetxe,21,D(CL) ,182,82,17(3),20,17,3,1605,-,2,6,1,0.3,71.3,1.4,-,6.6
2013,La Liga,Celta Vigo,Carlos Bellvis,28,D(L) ,178,72,1,1,1,0,21,-,-,-,-,-,80,1,-,6.4
2013,La Liga,Celta Vigo,Santi Mina,17,AM(R)^FW ,177,71,12(17),29,12,17,1238,2,-,1,-,1,72.5,1.4,-,6.38
2013,La Liga,Celta Vigo,David Rodr’guez,27,FW ,177,72,1(4),5,1,4,123,-,1,1,-,0.8,72.2,0.8,-,6.23
2013,La Liga,Celta Vigo,Mario Bermejo,35,AM(C)^FW ,180,78,3(11),14,3,11,416,-,-,2,-,0.6,73.7,0.9,-,6.22
2013,La Liga,Celta Vigo,L_vy Madinda,21,M(C) ,182,77,5(13),18,5,13,646,-,-,1,-,0.4,86.5,0.3,-,6.17
2013,La Liga,Celta Vigo,David Goldar,19,D ,0,0,0(1),1,0,1,13,-,-,-,-,-,75,-,-,6.15
2013,La Liga,Celta Vigo,Welliton,27,FW ,174,72,0(1),1,0,1,4,-,-,-,-,-,-,-,-,6.02
2013,La Liga,Celta Vigo,Jonathan Vila,27,D(C) ,186,78,0(1),1,0,1,1,-,-,-,-,-,-,-,-,6
2013,La Liga,Levante,Javi Jim_nez,26,GK ,183,77,1(1),2,1,1,168,-,-,-,-,-,58.9,0.5,-,7.39
2013,La Liga,Levante,Keylor Navas,26,GK ,185,78,37,37,37,0,3330,-,-,3,1,-,43.6,0.7,5,7.23
2013,La Liga,Levante,Pape Diop,27,DM(C) ,180,73,33(1),34,33,1,2782,4,-,9,1,1,70.7,2.1,3,7.09
2013,La Liga,Levante,Simao,25,DM(C) ,178,76,30(1),31,30,1,2585,1,-,10,-,0.4,73.1,3.5,1,7.04
2013,La Liga,Levante,Juanfran1324,37,D(CL) ,183,78,35,35,35,0,3106,-,1,6,1,0.2,65.9,1.4,2,7.03
2013,La Liga,Levante,Loukas Vyntra,32,D(CR) ,184,80,31(2),33,31,2,2746,2,-,7,-,0.2,74.4,1.5,-,6.98
2013,La Liga,Levante,David Navarro,33,D(C) ,188,82,29,29,29,0,2547,1,-,6,1,0.4,75.8,1.9,3,6.92
2013,La Liga,Levante,David Barral,30,FW ,183,78,25(7),32,25,7,2263,7,-,11,1,2,67.5,3.4,2,6.84
2013,La Liga,Levante,Pedro L—pez10067,29,D(R)^M(R) ,174,72,28(4),32,28,4,2554,1,1,10,1,0.3,71.2,1.1,-,6.77
2013,La Liga,Levante,Casadesœs,28,AM(C)^FW ,180,77,13(1),14,13,1,1088,1,2,1,2,1.1,62.1,3.8,-,6.74
2013,La Liga,Levante,H_ctor Rodas,25,D(C) ,190,80,12(4),16,12,4,1145,-,-,5,-,0.3,73.9,1.4,-,6.7
2013,La Liga,Levante,Issam El Adoua,26,DM(C) ,189,79,9(9),18,9,9,1004,-,-,2,-,0.4,70.2,0.9,1,6.66
2013,La Liga,Levante,Pedro R’os,31,AM(CLR) ,175,72,8(5),13,8,5,733,1,1,3,-,0.8,67.5,1.2,-,6.65
2013,La Liga,Levante,Rub_n Garc’a,20,AM(CLR) ,171,72,27(5),32,27,5,2374,2,-,7,-,0.8,71.8,0.6,-,6.64
2013,La Liga,Levante,Andreas Ivanschitz,30,AM(CL)^FW ,184,82,20(9),29,20,9,1729,3,5,8,-,1.4,67.5,0.5,-,6.63
2013,La Liga,Levante,Nikos Karabelas,28,D(L) ,179,77,15(1),16,15,1,1313,-,1,5,1,0.3,57.5,1.1,-,6.54
2013,La Liga,Levante,Chris5954,29,D(R) ,180,80,5,5,5,0,363,-,-,1,-,0.2,84.1,1.4,-,6.5
2013,La Liga,Levante,Mohamed Sissoko,28,DM(C) ,191,87,4(6),10,4,6,427,-,-,1,-,0.2,80.9,1.4,-,6.47
2013,La Liga,Levante,Nabil El Zhar,27,AM(CLR) ,175,66,13(11),24,13,11,1338,4,3,3,-,0.9,73,0.7,1,6.44
2013,La Liga,Levante,Bab‡,25,FW ,185,76,11(9),20,11,9,965,3,2,-,-,1.5,65.4,1.9,-,6.41
2013,La Liga,Levante,Jordi Xumetra,28,AM(R) ,172,70,19(6),25,19,6,1618,1,3,6,-,0.8,73.7,1,-,6.36
2013,La Liga,Levante,Sergio da Silva Pinto,33,M(C) ,176,72,10(8),18,10,8,860,-,1,5,-,1.5,81.5,0.1,-,6.33
2013,La Liga,Levante,Nagore,32,D ,182,82,1(3),4,1,3,184,-,-,1,-,-,64.2,0.3,-,6.31
2013,La Liga,Levante,Miguel Pallard—,27,DM(C) ,173,73,1(2),3,1,2,117,-,-,1,-,0.7,64,-,-,6.3
2013,La Liga,Levante,çngel22325,26,FW ,172,64,1(9),10,1,9,276,2,-,-,-,0.7,76.3,-,-,6.23
2013,La Liga,Levante,V’ctor Camarasa,19,DM(C) ,183,76,0(3),3,0,3,92,-,-,-,-,-,56.5,0.7,-,6.23
2013,La Liga,Levante,Aloys Nong,30,FW ,180,77,0(6),6,0,6,72,-,-,1,-,0.3,80,0.2,-,6
2013,La Liga,Levante,Jason,19,FW ,178,65,0(1),1,0,1,1,-,-,-,-,1,100,-,-,6
2013,La Liga,Malaga,Ignacio Camacho,23,DM(C) ,182,75,27(6),33,27,6,2379,5,1,7,-,0.8,78.4,3.6,3,7.17
2013,La Liga,Malaga,Weligton,34,D(C)^DM(C) ,186,71,15(1),16,15,1,1280,1,-,6,-,0.1,81.1,2.9,2,7.02
2013,La Liga,Malaga,Sergio S‡nchez,27,D(CR) ,185,76,26(1),27,26,1,2375,-,1,11,1,0.4,81.4,1.7,-,7.01
2013,La Liga,Malaga,Nordin Amrabat,26,AM(L) ,178,77,15,15,15,0,1333,2,5,1,1,2.1,78.1,0.3,1,6.98
2013,La Liga,Malaga,Willy Caballero,32,GK ,186,80,38,38,38,0,3420,-,-,3,-,-,62.1,0.4,2,6.94
2013,La Liga,Malaga,Duda,33,M(CLR) ,175,71,20(4),24,20,4,1780,2,5,10,2,1.8,72.3,0.3,2,6.93
2013,La Liga,Malaga,Roque Santa Cruz,32,FW ,191,83,24(7),31,24,7,2148,6,2,1,-,1.6,71.7,4.5,1,6.92
2013,La Liga,Malaga,Marcos Angeleri,30,D(CR) ,182,76,25(1),26,25,1,2246,-,1,7,2,0.4,77.9,1.4,-,6.91
2013,La Liga,Malaga,Fernando Tissone,27,DM(C) ,180,77,25(1),26,25,1,2134,1,1,6,-,0.9,81.7,1.3,2,6.91
2013,La Liga,Malaga,Flavio Ferreira,22,D(C) ,180,75,14(2),16,14,2,1325,-,-,6,-,0.3,80.9,1.5,-,6.87
2013,La Liga,Malaga,Jesœs G‡mez,28,D(R) ,182,77,28,28,28,0,2484,-,2,9,1,0.2,78,1.2,1,6.85
2013,La Liga,Malaga,Vitorino Antunes,26,D(L) ,175,69,36,36,36,0,3189,-,2,12,-,0.9,72.5,0.6,-,6.84
2013,La Liga,Malaga,Sergi Darder,19,DM(C) ,180,80,25(4),29,25,4,2230,2,2,6,-,1.5,81.6,0.9,1,6.83
2013,La Liga,Malaga,Francisco Portillo,23,AM(CR) ,169,63,19(6),25,19,6,1646,3,1,-,1,0.6,84.2,0.2,1,6.64
2013,La Liga,Malaga,Eliseu,30,D(L)^M(LR) ,175,75,18(10),28,18,10,1655,2,2,9,-,1.3,76.9,0.6,-,6.63
2013,La Liga,Malaga,Samuel,23,AM(R) ,179,73,20(7),27,20,7,1607,4,2,4,-,0.9,70.1,1.3,1,6.59
2013,La Liga,Malaga,Bobley Anderson,21,M ,185,80,1(7),8,1,7,248,-,1,1,-,0.6,85.4,0.4,-,6.51
2013,La Liga,Malaga,Pablo P_rez,28,AM(C) ,179,71,6(5),11,6,5,535,1,2,4,1,1.2,79.3,0.8,-,6.5
2013,La Liga,Malaga,Mounir El Hamdaoui,29,FW ,183,84,6(7),13,6,7,548,3,2,-,-,1,75.3,0.5,1,6.44
2013,La Liga,Malaga,Pedro Morales,28,AM(CL) ,181,78,8(7),15,8,7,661,1,-,1,-,1.7,85.7,0.1,-,6.4
2013,La Liga,Malaga,Roberto Chen,19,D ,182,72,2,2,2,0,180,-,-,1,-,0.5,90.2,2.5,-,6.4
2013,La Liga,Malaga,Oleksandr Iakovenko,26,M ,182,74,3(6),9,3,6,373,1,-,4,-,1.2,82.3,0.3,-,6.39
2013,La Liga,Malaga,Fabrice,17,FW ,172,66,6(2),8,6,2,522,-,-,2,-,0.9,70.1,0.4,-,6.39
2013,La Liga,Malaga,Juanmi,20,AM(L)^FW ,170,63,9(13),22,9,13,989,4,-,4,-,0.9,87.3,0.6,-,6.35
2013,La Liga,Malaga,Seba Fern‡ndez,28,AM(CR)^FW ,171,69,0(2),2,0,2,23,-,-,-,-,1,80,-,-,6.32
2013,La Liga,Malaga,Ezequiel Rescaldani,21,FW ,191,83,1(5),6,1,5,146,-,-,-,-,0.8,59.3,1,-,6.25
2013,La Liga,Malaga,Bartlomiej Pawlowski,20,M ,178,70,1(7),8,1,7,254,1,-,1,-,0.6,78.3,0.3,-,6.21
2013,La Liga,Malaga,Casado,27,D(L) ,173,72,0(2),2,0,2,53,-,-,-,-,0.5,80,0.5,-,5.94
2013,La Liga,Rayo Vallecano,Saœl „’guez,18,D(C)^DM(C) ,181,70,34,34,34,0,3036,2,1,12,1,1.7,79,3.8,-,7.05
2013,La Liga,Rayo Vallecano,Roberto Trashorras,32,M(CR) ,177,70,36(1),37,36,1,3156,1,7,7,-,1.4,86.4,0.5,3,6.96
2013,La Liga,Rayo Vallecano,Alejandro G‡lvez,24,D(C)^DM(C) ,190,79,26,26,26,0,2246,2,1,13,1,0.8,84.3,1.7,2,6.95
2013,La Liga,Rayo Vallecano,Anaitz Arbilla,26,D(CLR) ,178,76,26(4),30,26,4,2413,1,-,9,1,0.5,83,2.1,1,6.9
2013,La Liga,Rayo Vallecano,Z_ Castro,30,D(C) ,183,76,19,19,19,0,1703,-,1,5,-,0.1,80.9,2.3,1,6.88
2013,La Liga,Rayo Vallecano,Jos_ Carlos,26,M(LR) ,177,68,1(2),3,1,2,126,-,-,-,-,1.7,78.9,0.3,-,6.86
2013,La Liga,Rayo Vallecano,Joaqu’n Larrivey,29,FW ,185,81,24(11),35,24,11,2420,12,4,4,-,1.9,67.4,3.1,2,6.85
2013,La Liga,Rayo Vallecano,Rub_n Rochina,22,AM(R) ,182,76,15(2),17,15,2,1143,3,-,2,-,2.4,80.3,0.6,1,6.79
2013,La Liga,Rayo Vallecano,Iago Falque,23,AM(L) ,174,69,26(2),28,26,2,2013,3,2,2,-,1.4,81.1,0.5,1,6.74
2013,La Liga,Rayo Vallecano,Tito,28,D(CR) ,174,62,22(2),24,22,2,1896,-,1,6,-,0.3,79.4,1.5,1,6.73
2013,La Liga,Rayo Vallecano,Jonathan Viera,24,AM(CL) ,170,64,18(8),26,18,8,1738,5,7,3,1,1.9,80.3,0.1,-,6.69
2013,La Liga,Rayo Vallecano,Alberto Bueno,25,AM(CL)^FW ,178,64,31(6),37,31,6,2534,11,4,3,-,1.8,76.9,0.3,1,6.64
2013,La Liga,Rayo Vallecano,Razvan Rat,32,D(L) ,178,72,9(1),10,9,1,864,-,1,1,1,0.3,72.6,1.6,-,6.63
2013,La Liga,Rayo Vallecano,Johan Mojica,21,D(L) ,179,66,7(5),12,7,5,736,-,-,2,-,0.3,83.2,0.3,-,6.61
2013,La Liga,Rayo Vallecano,Borja L—pez,19,D ,192,78,3,3,3,0,199,-,-,-,-,0.3,83.3,0.3,-,6.61
2013,La Liga,Rayo Vallecano,Lass,21,AM(LR) ,174,71,19(9),28,19,9,1811,-,-,4,1,1,69.8,0.4,-,6.57
2013,La Liga,Rayo Vallecano,Nacho121544,24,D(L) ,175,76,19(4),23,19,4,1729,-,1,6,1,0.4,76.8,1,1,6.55
2013,La Liga,Rayo Vallecano,Rub_n Mart’nez,29,GK ,187,80,34,34,34,0,3060,-,-,2,1,-,63.3,0.7,2,6.53
2013,La Liga,Rayo Vallecano,Alberto Perea,22,AM(R) ,177,67,5(3),8,5,3,443,1,-,-,-,1,77.9,0.4,-,6.53
2013,La Liga,Rayo Vallecano,Leonel Galeano,22,D(C) ,183,78,7,7,7,0,498,-,-,4,-,0.4,84.8,1.4,-,6.51
2013,La Liga,Rayo Vallecano,Adri‡n16672,25,M(CL) ,184,75,10(7),17,10,7,978,1,-,5,-,1.4,86.1,1,-,6.45
2013,La Liga,Rayo Vallecano,Raœl Baena,24,DM(C) ,179,73,15(5),20,15,5,1305,-,-,4,1,0.5,85.7,1.2,-,6.37
2013,La Liga,Rayo Vallecano,Adri‡n Embarba,21,M ,173,66,0(11),11,0,11,334,-,1,-,-,0.9,79.3,0.2,-,6.34
2013,La Liga,Rayo Vallecano,Nery Castillo,29,FW ,171,62,5(6),11,5,6,462,2,-,-,-,0.5,87.6,0.1,-,6.26
2013,La Liga,Rayo Vallecano,Seba Fern‡ndez,28,AM(CR)^FW ,171,69,2(7),9,2,7,297,1,-,-,-,0.7,74.5,0.2,-,6.25
2013,La Liga,Rayo Vallecano,Christian Cueva,21,M ,169,63,0(1),1,0,1,27,-,-,-,-,-,77.8,-,-,6.14
2013,La Liga,Rayo Vallecano,Samuele Longo,21,FW ,185,75,0(9),9,0,9,119,-,-,1,-,0.2,87.5,-,-,6.03
2013,La Liga,Rayo Vallecano,Rub_n Ramiro,20,FW ,176,70,0(1),1,0,1,8,-,-,-,-,-,33.3,-,-,6
2013,La Liga,Rayo Vallecano,David Cobe–o,31,GK ,185,82,6(1),7,6,1,603,-,-,2,-,-,79.6,0.4,-,5.91
2013,La Liga,Rayo Vallecano,Rodri11231,29,D(C) ,185,81,1,1,1,0,90,-,-,1,-,-,77,3,-,5.86
2013,La Liga,Getafe,Sergio Escudero,24,D(L) ,176,72,18(1),19,18,1,1497,2,2,10,1,1.3,68.7,1.8,1,7.17
2013,La Liga,Getafe,Miku,28,FW ,186,72,3(2),5,3,2,294,2,1,-,-,1.2,84.2,0.8,1,6.99
2013,La Liga,Getafe,Rafa,28,D(C) ,179,72,26(3),29,26,3,2337,-,1,9,-,0.3,80.8,2.4,1,6.98
2013,La Liga,Getafe,Lisandro L—pez,24,D(C) ,187,80,26,26,26,0,2288,3,1,6,1,0.7,71,2.7,1,6.96
2013,La Liga,Getafe,Borja,32,M(C) ,185,73,24(4),28,24,4,2002,-,2,8,1,0.9,66,3.6,-,6.95
2013,La Liga,Getafe,Pedro Le—n,26,AM(R) ,183,71,33(4),37,33,4,2934,7,4,6,-,2,64.1,0.9,1,6.93
2013,La Liga,Getafe,Roberto Lago,28,D(L) ,178,70,16(3),19,16,3,1528,-,-,5,-,0.1,73.2,0.7,1,6.93
2013,La Liga,Getafe,Moy‡,29,GK ,189,82,26,26,26,0,2311,-,-,1,-,-,59.7,0.3,-,6.89
2013,La Liga,Getafe,çlvaro Arroyo,25,D(R) ,180,71,16(1),17,16,1,1451,1,-,5,-,0.2,64.1,2.1,-,6.85
2013,La Liga,Getafe,çngel Lafita,29,AM(CLR)^FW ,187,73,22(7),29,22,7,1948,7,1,6,1,1.5,67.2,2,-,6.72
2013,La Liga,Getafe,Juan Rodr’guez,31,M(CR) ,185,72,13(2),15,13,2,1048,-,1,2,-,0.5,72.7,3.1,-,6.69
2013,La Liga,Getafe,Alexis,28,D(CL) ,183,75,27(2),29,27,2,2499,-,-,14,1,0.4,74.5,2.1,1,6.68
2013,La Liga,Getafe,Jœlio C_sar,27,GK ,190,86,5,5,5,0,450,-,-,-,-,-,36.4,0.6,-,6.66
2013,La Liga,Getafe,Vigaray,19,D ,182,70,1,1,1,0,90,-,-,-,-,1,79.2,-,-,6.65
2013,La Liga,Getafe,Ciprian Marica,28,FW ,185,80,20(7),27,20,7,1856,6,1,5,1,1.6,66.1,2.7,2,6.65
2013,La Liga,Getafe,Juan Valera,28,D(R) ,184,76,21(1),22,21,1,1871,-,-,6,1,0.4,62.9,3.4,-,6.64
2013,La Liga,Getafe,Diego Castro,31,AM(CLR) ,174,70,27(5),32,27,5,2296,1,6,3,-,1,75.6,0.7,1,6.63
2013,La Liga,Getafe,Pedro Mosquera,25,DM(C) ,184,77,17(8),25,17,8,1558,-,-,7,-,0.2,79.4,1,-,6.59
2013,La Liga,Getafe,M’chel26632,27,DM(C) ,183,72,11(4),15,11,4,946,-,-,5,1,0.2,79.2,1.8,1,6.58
2013,La Liga,Getafe,Sammir,26,AM(C)^FW ,178,72,3(5),8,3,5,272,-,-,-,-,0.4,81.4,-,-,6.58
2013,La Liga,Getafe,Pablo Sarabia,21,AM(CLR) ,176,70,21(12),33,21,12,1951,1,5,6,-,1.5,70.5,0.6,-,6.54
2013,La Liga,Getafe,Mehdi Lacen,29,M(C) ,176,70,13(8),21,13,8,1272,-,2,5,-,0.4,77.8,1,-,6.54
2013,La Liga,Getafe,Jordi Codina,31,GK ,189,81,8(2),10,8,2,752,-,-,1,-,-,45.7,0.4,-,6.5
2013,La Liga,Getafe,Adri‡n Colunga,28,AM(L)^FW ,169,64,16(11),27,16,11,1491,4,1,4,-,1.7,69.5,0.6,-,6.5
2013,La Liga,Getafe,Jaime Gavil‡n,28,AM(CL) ,177,73,5(15),20,5,15,744,-,2,4,-,0.5,72.8,0.5,-,6.42
2013,La Liga,Getafe,Ivi,19,FW ,174,74,0(1),1,0,1,21,-,-,-,-,-,77.8,-,-,6.17
2013,La Liga,Getafe,çlvaro V‡zquez,22,FW ,182,71,0(1),1,0,1,27,-,-,-,-,3,42.9,-,-,5.89
2013,La Liga,Getafe,Alberto Lopo,33,D(C) ,186,82,1(2),3,1,2,133,-,-,-,-,-,64.7,1,-,5.68
2013,La Liga,Espanyol,Felipe Mattioni,25,D(R) ,180,75,2,2,2,0,180,-,-,1,-,-,78.6,3,-,7.44
2013,La Liga,Espanyol,V’ctor S‡nchez,26,D(R)^M(C) ,174,72,32(1),33,32,1,2897,4,1,12,2,0.9,76,1.9,1,7.26
2013,La Liga,Espanyol,Diego Colotto,32,D(C) ,184,83,30(1),31,30,1,2732,4,1,5,-,0.8,69.3,3,1,7.15
2013,La Liga,Espanyol,Javi L—pez,27,D(R)^DM(C) ,180,76,33,33,33,0,2931,-,1,8,1,0.2,66.5,2.1,-,7.14
2013,La Liga,Espanyol,David L—pez92691,24,DM(C) ,185,80,33,33,33,0,2866,2,1,9,-,1.1,76.1,3.6,2,7.11
2013,La Liga,Espanyol,Sergio Garc’a,30,AM(CR)^FW ,174,72,37,37,37,0,3265,12,9,8,-,2.2,63.3,1.2,3,7.05
2013,La Liga,Espanyol,Christian Stuani,27,AM(CR)^FW ,186,77,28(6),34,28,6,2621,6,3,7,1,1.5,54.5,5.7,1,6.99
2013,La Liga,Espanyol,Sidnei,24,D(C) ,186,86,11(1),12,11,1,1031,-,-,3,-,0.6,75.5,1.8,1,6.97
2013,La Liga,Espanyol,H_ctor Moreno,25,D(C) ,183,80,32,32,32,0,2811,1,2,8,-,0.3,78.5,2.1,1,6.93
2013,La Liga,Espanyol,Fuentes,23,D(L) ,177,72,32(3),35,32,3,2953,-,1,7,-,0.3,74.2,1.4,-,6.73
2013,La Liga,Espanyol,Carlos Clerc,21,D ,182,72,1,1,1,0,70,-,-,-,-,-,66.7,4,-,6.69
2013,La Liga,Espanyol,Kiko Casilla,27,GK ,191,84,37,37,37,0,3331,-,-,1,1,-,47.7,0.5,-,6.63
2013,La Liga,Espanyol,Raœl Rodr’guez,26,D(CR)^DM(C) ,183,70,12(7),19,12,7,1178,-,-,-,-,0.3,73.6,2,-,6.61
2013,La Liga,Espanyol,Sim‹o,33,AM(CLR) ,170,64,30(4),34,30,4,2311,-,6,4,-,0.5,76.9,0.5,-,6.57
2013,La Liga,Espanyol,Jhon C—rdoba,20,FW ,185,85,15(13),28,15,13,1387,4,-,7,-,1,70.7,2.3,-,6.53
2013,La Liga,Espanyol,Manuel Lanzarote,29,AM(R) ,178,72,5(12),17,5,12,581,1,3,3,-,1.1,64.8,0.2,-,6.49
2013,La Liga,Espanyol,Pizzi,24,AM(CL) ,172,66,16(12),28,16,12,1478,3,1,2,1,1.3,77.3,0.4,-,6.49
2013,La Liga,Espanyol,Gabriel Torje,23,AM(LR)^FW ,167,65,6(6),12,6,6,478,-,-,2,-,0.8,60.6,0.5,-,6.46
2013,La Liga,Espanyol,Thievy,21,AM(L)^FW ,182,74,2(9),11,2,9,379,3,-,-,-,0.9,75,0.9,-,6.43
2013,La Liga,Espanyol,V’ctor çlvarez,20,D(L) ,178,71,5(2),7,5,2,374,-,-,2,1,0.3,61,0.9,-,6.39
2013,La Liga,Espanyol,Abraham,28,M(C) ,177,75,13(8),21,13,8,1000,-,1,3,-,0.5,77.7,0.7,-,6.35
2013,La Liga,Espanyol,Joan Capdevila,35,D(L) ,182,78,2(3),5,2,3,231,-,-,-,-,1,68.8,1,-,6.31
2013,La Liga,Espanyol,çlex,21,M ,183,74,3(21),24,3,21,613,-,1,-,-,0.5,84.4,0.5,-,6.31
2013,La Liga,Espanyol,Germ‡n,20,GK ,189,78,1,1,1,0,90,-,-,-,-,-,26.5,1,-,5.58
2013,La Liga,Granada,Fran Rico,26,DM(C) ,178,73,28(4),32,28,4,2474,2,5,8,-,0.9,82.6,1.7,3,7.12
2013,La Liga,Granada,Yacine Brahimi,23,AM(CLR) ,175,67,33(2),35,33,2,2846,3,4,6,1,1.7,82.8,0.1,-,7.12
